OVX,GZL,VIX,VSTOXX,CIG,ELP,VER,NDX1,VWS,SGRE,AA4,PLUG,ORA,FSLR,SPWR,CSIQ,BLX,INE,CEN,GCLP
46.83,24.73,22.57,37.64,1.05042633981103,1.03081230806063,2.21960873648435,4.24094972568418,2.06921780264449,1.76076654819493,1.82164328368198,4.17902052776876,2.17321673276911,2.75181665468078,3.38856333558142,4.11558050000422,3.22316356044631,1.69816509323348,0.880021185295758,1.32791925051067
48.47,26.54,21.14,35.9,1.09931758301732,1.41158684173813,2.36991542146392,3.68564186433547,2.07262675379758,1.19728175696846,1.97588962988335,6.32782442284706,2.20547606476568,2.87661360681546,2.94685070265738,3.50966641826164,2.66651421378729,6.01880455481323,1.53364778298061,0.801872585368845
46.99,24.84,21.15,34.77,1.76436815032711,2.29059324902628,1.71773877492655,2.098579774864,1.78943610822789,1.14487784150462,1.86410888642075,2.45882857395514,1.08651750932977,0.984003135270969,1.4800996300605,2.54607751491186,1.26734037697091,2.09554118604353,1.68418546925238,2.23506088304986
45.7,26.56,20.66,33.26,4.45813835424418,2.46792691022387,1.15721147207236,2.6614972761142,1.05536522462641,1.8063459239336,1.69753576820829,4.46831463564198,1.84765993212742,3.44045935921837,2.86809167177546,3.31105910892102,2.02135273269641,0,1.46637353144294,3.26545101035165
45.93,32.18,21.17,33.63,2.47099056658936,2.72801829769359,1.10411095355315,2.26983170664627,2.03629344021791,2.74943343550191,0.833525714266447,4.82728695096301,2.58442629745907,2.48200616216307,4.21632550338932,4.69232932527529,0.659224565686824,1.8126056906231,0.662130904307878,5.25768015483491
46.68,29.01,20.34,34.53,2.78583902951669,3.24610621112737,1.11759826316724,3.29823331044507,4.27173935068765,1.55897226260577,2.23709788942065,4.28605784649225,2.13426477016769,2.08688003802822,2.05309225161729,5.28787526572593,1.61467940542885,0,0.775618897773014,2.93639321011603
46.62,32.06,20.98,32.18,3.72541791489105,2.3336020739019,2.35251367489697,2.77740050730422,1.18698867477727,1.7196389854443,0.439322344336006,4.30649899516756,1.88487045493145,2.4805951552951,4.26861410389905,3.17852801689567,1.15165358321831,0,1.14181360519052,1.75429729746356
44.77,30.89,21.28,35.32,2.90065535748451,2.6928252756083,3.32679769972745,2.84489067507465,0.817379199597205,1.96200295772706,2.14329887057531,2.36085551397263,2.98234782314294,1.74412416259994,2.3685546188722,2.31841227939151,2.64006602761745,0.760946187377628,0.476761325146867,1.73859711962476
44.03,29.61,20.42,33.82,3.43033948508086,2.64507157404499,1.2704932285428,1.98651524157495,1.55877389322537,0.819573753157076,1.94432464811986,5.48412828761473,2.07128177153638,2.41475799406937,3.10583886425917,4.98791228266385,2.13846215362383,0.377071201348927,1.15025199345203,2.69272364636089
45.14,29.47,19.82,34.63,1.83060916751109,1.12113433517534,1.98820458069205,3.31127117247911,3.41677596075707,3.51236902512539,0.72146652173347,3.88232300357772,1.85361120637329,2.21731180948613,3.83389893818549,5.02402050717594,1.47228867042493,0.873467559847702,0.446238169806177,1.88016883077239
44.48,28.71,20.97,33.84,2.2243131799105,2.02815638625078,0.537570414423782,2.79386172061453,1.61554241523936,1.23420072356937,1.04496367433186,2.69258720492145,1.79012710540051,2.17834963666198,3.3160687567606,4.51878052120232,0.576147767864058,1.56686966128895,1.20053724514409,1.47745160314862
46.96,28.55,20.49,32.38,1.57568050591095,1.670195394923,1.63381252607568,2.10631765418546,1.1957085869386,1.7083428468938,1.37789073694408,2.31256805018947,0.739595551157518,1.89716736000576,2.13299377235304,4.49171346801599,2.43390638081798,0,1.4388665934298,2.32404599448546
48.21,27.91,19.76,32.2,1.36251826859232,2.39770955360999,1.08143603467087,1.78400874163929,0.984574408264655,1.80238729638702,1.1866343214847,1.79793635194454,0.972364254489926,2.09641089206435,2.26666813075465,4.66462208456159,0.620392602008753,0.836986536392602,1.28237794332622,3.38408471930261
49.1,27.5,19.43,31.08,2.25490588435092,2.05688736379288,1.78949902525307,2.55601743443059,1.70800711353767,2.931791714604,1.26518637354907,4.73162898978617,0.759971085869042,1.58135650500212,1.85940641720964,3.57621397106861,2.05413185048637,0,0.368888173325081,6.29101053430604
50.22,27.37,20.65,31.01,3.24902991257435,4.06163537832209,2.79226073429127,1.32534756133056,1.47443873252916,2.17760502056054,0.899884207392662,4.36775472328427,1.26330924637568,2.02462024317578,2.76514659484116,5.38964465761052,0.766158193802051,0,1.18662646261544,2.21750863203694
44.79,29.79,24.03,35.92,2.34408967478363,3.3556511295132,2.08328044219922,2.84603500343504,1.81684909467848,2.34745509108161,0.619134184239641,8.73425952335229,2.08530890552674,5.30991443733696,5.1483548047097,7.09089333595759,0.628214016181455,0,0.492597859848235,2.46874364492335
44.85,29.87,23.06,38.29,3.82990149432016,2.80341389965822,1.49876670533763,4.84306161131411,0.863234727054506,1.71579730970601,1.50273738146517,5.67062143513357,2.65037640023863,5.50717789467573,5.03786080733382,5.86168601750521,1.90069296186303,0.442568933301785,1.52132732232297,2.49736808274429
45.65,33.08,25.47,37.76,2.80337968552583,3.56660115478906,3.88404620143065,4.27821602683252,3.39752357883164,3.13050790375222,1.45031175587378,9.06675988726412,3.63968269720868,4.88052940994968,5.41450319436547,8.39793652419151,4.51107769097242,0.451033627276301,1.03848990236476,2.24290720661227
45.35,33.96,24.52,38.68,4.41092675508719,3.74087297232154,2.8565046215795,4.87189005268869,4.55835746854611,5.82554057529724,1.68297333789209,9.62083381463987,2.56487820689745,5.04559028747318,3.92173297279652,10.188705388962,1.54322776547741,0.691668632750119,2.23775982557787,2.94548960366442
45.75,35.08,25.66,38.33,2.34982139754477,4.11208975163321,2.14696094200034,1.77079375498289,3.1017036085966,2.52692889425579,1.62217065781438,6.80069477375354,3.28465865903826,3.51994790191996,3.66838180053033,4.37554715933756,1.64030350569998,0,0.612543508295648,1.63971388743801
51.56,40.18,30.3,51.1,4.74000273767289,4.50702979113797,3.70612094926763,8.03787141496207,3.30383090210888,3.87570693558273,6.03344714923192,6.32713259079384,5.51800851962482,7.33127472055317,10.705337423515,4.79136698827237,4.12393247159885,1.00078731810864,0.811951310113007,10.1926186425758
52.44,50.36,36.22,53.26,6.50106738837996,5.05986200041227,3.35338535249394,5.1795387942146,2.94470626307411,3.5926817567461,7.75073792916694,4.99880715713237,4.15563970481694,6.66159306622859,7.04424389931012,8.01241161890612,3.52707231856334,0.246199112854082,0.380217039538476,2.64262184323925
54.57,54.65,33.1,53.99,10.7958859112625,7.01443210283115,2.16326464061249,7.73407824632127,3.50117506995285,2.71053112341116,8.78496867586882,12.7775673560298,5.91543138780971,7.00435694631878,6.8032296739131,7.69261640774919,1.52237556981822,0,1.06266454691757,18.0248766518647
52.73,47.26,32.07,50.69,7.42290201555509,10.6350897261895,6.6106002863357,5.26859695567165,5.49067888233245,3.2401706484759,7.112845690329,15.288624140692,3.36839101427073,6.32208900897294,15.6188459786875,7.52018588968332,6.92581038412244,0.619797154621702,1.28744481557278,6.0860906154841
57.47,52.36,33.85,47.88,2.78431460283174,3.95187224623787,2.43219796972051,5.99550793196892,2.96995092870796,2.24894507456067,2.62363971452251,3.78025033043151,4.26056227305322,3.68470004634904,3.40646929518228,4.11430541870137,2.67981504104746,0.964014414762302,0.242314100868356,7.56072618266096
54.76,49.03,35.72,47.97,4.75249569282938,6.51566641717079,2.53091133086231,4.08862496218589,1.79366054835489,1.4046095394581,3.32111169468933,4.84461415532898,4.49332465675177,3.24077897329028,5.95864786123356,5.70652336327157,2.58488170667515,0.412608729974512,0.617642175869247,6.97660504343024
53.99,43.31,35.19,47.84,2.19544635475542,3.57940158292648,1.56466839632821,2.39316799674979,4.01644175400082,2.01500753530177,4.07322151014633,1.59291324126668,2.26646945803689,3.64896074510187,4.52426658341057,5.61864699329815,2.19634553783133,0,1.28193012730348,2.48767282515061
52.39,43.94,32.82,47.9,2.58362789094154,3.53934411929509,1.01256708862998,2.4347518711377,3.09012493939377,1.21424257477785,2.56739963121879,6.37129611323301,3.30749417177459,3.09717502967768,5.51286959121101,3.0056588000213,2.46486424125198,0.961207571071438,0.805404079852483,4.60122949181856
52.7,45.28,34.74,56.04,2.16453345670922,3.77183462745941,3.77786818514422,5.69185908101087,6.54797411939072,2.15820229484191,4.3504544100278,15.70808684998,2.61589977282474,4.76850337643164,7.83281734093803,6.38962945347064,1.81425003338691,0.0465329859110747,1.13207938081299,4.61348868333848
64.21,50.57,46.72,56.87,5.01242456670581,7.70393830020846,4.16049364821862,4.00371984900295,4.22174672690594,5.2868398555014,2.56273419302039,22.5154686052877,5.21409561782618,6.17418683781869,9.51469390077407,16.8447619360474,11.1391490299566,5.1013078239105,1.38012674682537,2.58062154701176
59.56,48.92,39.39,56.73,4.7348638479725,4.73876921230164,7.46082737673185,6.83691505505086,8.64581724843025,5.07715362954088,3.05284568209567,17.3907073930963,3.26119361218217,3.27460593409208,8.16225573902701,7.23706770355357,16.7133666905176,0.688780791738628,1.03823169340373,6.72168487222632
56.41,50.05,45.14,56.84,4.87624684621868,6.23956031079344,5.05554458810738,5.37899314677723,9.45069913669405,3.29939429180134,2.61257600892379,2.61931428982617,5.3231548447379,15.4379974097207,11.3413633413354,11.5814249832562,4.4252280464207,0.848508556003984,1.94758313988921,2.55179606920763
65.02,54.58,52.05,68.92,10.3632679817454,14.5746017879746,2.69838360256951,10.8281291573213,4.39969319132816,4.35206726507113,3.15671028398257,8.50438213997635,7.99498646963388,12.9296403263996,18.3150967845916,18.9522204382953,3.25584613600919,2.83279453005219,1.21392658644008,7.77084428561357
61.58,52.46,63.92,79.71,7.62402493391368,7.92569168928448,6.02247656347734,8.35890878869413,5.13135046294172,5.1001433389841,5.27611475252887,13.6559736152607,5.24166139726757,11.3802259247005,15.361396486138,12.1052738149552,4.59448145758403,0,1.3476143520622,7.46339080255675
70.52,64.53,69.95,109.45,28.9466512473024,13.8783285449822,10.6306633080832,10.6260367750034,10.513399273668,7.08896537086879,5.35291285944089,18.4106002999953,9.40859465992475,12.1388779288704,14.0586828475055,16.9495586764922,16.8056870029129,0.791184266319276,0.731961753452218,5.12510211906911
70.52,55.11,55.13,82.21,6.02214608615635,7.29086787904468,9.45687734268533,9.34055044450089,5.01990719906203,5.64718000670559,4.45267453536433,11.7405305450286,10.3444078802219,6.0515355882004,5.07099265756014,14.2720874576005,13.8946129636845,0.056581244420159,1.98656376611622,3.07644128939797
70.52,55.8,69.25,88.89,6.96981414764918,7.72880856239763,5.72049632225369,6.54026378149627,5.06781959052116,4.85527194451557,3.14024815282954,3.37182039903763,4.26894643425547,7.09925268882717,7.74003913225664,7.57378165247285,6.61710390960809,0,1.19890728452578,0.750376573980321
75.09,54.91,67.61,117.31,7.14843072258051,6.4303601145236,6.82478342423071,11.7916936252072,6.33755798446985,8.67320400267076,7.62694926142164,14.1708698158216,10.7704299672141,11.509615470513,14.5717090946214,9.47731549529879,4.71310739759955,0,0.871124491921608,3.57646196807295
70.04,55.32,70.33,103.77,7.23242365500215,11.5579113283406,6.00830586632267,7.61422589100469,8.8620220918325,5.91460214689974,5.12608982404606,9.14526039660624,19.4994515514491,8.3261987273745,11.0101930622575,23.4104238218335,6.39143422508072,2.14759457034291,1.94367524850707,3.8573219401367
69.38,49.36,52.97,84.22,4.73726727965537,4.20607904675038,7.32402532460988,4.78104806258255,6.1448847418694,4.71885033360572,4.55762740995428,5.10966804994087,4.40789643712038,5.91114427324431,7.12346135734265,7.39351413660882,5.46057544179605,2.80841064831149,0.895656969908717,5.56012031210578
71.76,47.95,53.11,74.09,2.10567718702401,3.35046030406576,4.27950811466208,4.24885338482983,4.28428002253637,5.10480921455208,1.46900357897402,5.60311528694486,3.32165284989062,4.39774966003995,6.3421597042641,4.91055148153407,1.76231329691189,0.511517488537109,1.01220051424406,7.24700432051979
83.79,57.82,69.65,79.89,9.98272091600738,9.00873560774818,4.51230743532619,11.5714756787408,15.8019386709978,15.4251146656841,1.96119602151501,7.52923312745524,7.29488485082831,5.23448101098325,7.17479035054961,6.55681836107133,1.4051119704954,0.0590083231944383,1.18046105030533,3.9764379956142
81.88,54.21,67.8,83.37,4.76899344885969,6.36588697027611,4.80252477324336,7.39393614764938,10.9609961089667,12.3047519683788,3.97206868964252,7.33907001115437,9.7850699530455,9.00913689061373,8.99698018569207,9.4376326434092,9.34474648884267,0.877336338141406,0.518573195973769,8.65416075572997
84.59,57.9,79.13,95.18,6.14777834798871,7.21508781767115,5.0199352210991,7.26798322615706,9.12629152980092,9.99038555143894,4.69167725043791,7.29092070328518,7.06874526306324,9.71659531754811,13.7538865716854,9.8552340303087,3.71156334189169,0,2.62106803936523,7.44081010064518
92.9,60.2,66.96,93.17,7.61843053695389,7.55426605794132,3.81463392296454,8.00120203486122,11.4809579289729,7.04818233038101,3.84961001339494,11.9415249981766,7.0129106617293,13.6840568685611,15.3845303276065,12.018719903289,3.68604302543004,0,1.04989531560409,9.98698365737588
79.85,59.65,69.96,91.25,4.54710222730875,8.44641600408185,4.44692641196645,6.24650121917803,5.80813439742693,5.27388259537389,3.100181124779,6.24513904904184,4.22849005321636,11.5605745568939,9.54711636418214,9.79795918509454,2.46947747923265,0.224976325681114,0.956173223969457,14.7250036453035
80.35,58.25,62.9,84.99,3.7713109508464,4.7383137894157,6.15818638512216,8.1551569454409,7.9227691724123,5.43757768397991,4.56806850281812,4.81139749264896,4.18866582734871,5.15707122318588,11.983073596813,11.8997228490843,1.07913409947657,0,1.10922234649461,6.81626454738034
80.56,55.61,59.89,76.94,3.42896057960812,5.97404058209556,3.14298610385317,7.29788536742139,3.40751596382438,3.34745506999396,2.37539631149866,6.29962830282658,3.81548131773593,5.10145138050983,5.92242531479235,7.2146172767437,0.938768776077542,2.45916066952948,1.89876724609515,8.51063174916088
84.07,52.8,53.68,69.68,4.49696036957038,6.81581677813939,3.94800567764343,6.03055802091642,4.01180315386997,4.25686259899228,3.38063399479908,3.81807055922315,4.14095212496867,6.60213749705675,7.21513712192767,7.70365593977708,2.68904839045504,0.940595991707958,2.07835873885201,13.1779850955799
83.2,50.56,47.73,62.17,5.79802143555886,4.46613718448071,12.7426526277195,12.3215978801159,7.86459875958566,7.11419832838875,2.09634809891801,2.88911002611133,5.07322252043747,4.70501615757782,6.16712444911168,7.71935939453804,5.80594352653936,0.479647390801781,1.74604916308906,5.11854035968819
90.25,46.71,63.68,77.62,6.16987375698035,6.98833025249504,4.59955570077151,9.23983071008506,13.6243749041422,6.69425534392035,1.70799884584109,5.86380579623063,5.78144336921611,6.39768666633689,6.6046256830821,10.1169270051473,4.87291778317209,0,4.30194552386869,3.03103982963807
85.63,44.37,56.1,72.36,4.14424449408572,3.64948866791486,6.20226729139992,6.68065642968,11.022459611154,5.32194098508168,2.23498575317161,8.83741659201673,4.97807154167746,5.68557877350113,5.61517442341755,7.56492322052541,2.56527658723271,2.04426460251412,0.587324348254857,3.74156332241231
87.41,44.5,61.44,79.65,5.63663873232716,7.9103656996872,4.50393134897755,4.63481628331572,3.08438452374859,5.59587541804364,1.19862907446478,6.76671625369255,3.34682822603199,7.94905979480325,6.77279416898719,8.44015504183982,2.63565501240824,0.0568736540962982,0.434988480018777,7.34629566021294
79.79,45.65,66.46,83.18,3.73993432568943,5.84325184965252,5.02098217463951,5.81108523054077,5.96484213747369,4.69410723012271,3.62475976322831,13.0896494758142,3.77285911037298,4.62535945136405,5.39996739635875,10.0989516466127,1.1385662082693,0,0.952275314366242,7.10625244743281
82.27,48.36,59.83,80.99,9.96177636387661,8.88059546930032,2.20338392213745,5.5727603539915,5.82219653595713,4.48316217804089,2.24948935925168,6.84089950864096,5.02798480616841,12.3683187281056,10.0986768670995,22.9008386228665,5.62967692949903,5.13769554630478,0.589936788715571,17.1302139194084
79.78,50.31,66.31,79.21,4.90835265054479,4.08262915349882,2.61045854111641,4.85038452687227,5.42984279121428,5.13614914010545,1.54784895815319,3.29840031902371,5.04383611340149,5.48348255243595,7.37093238743671,7.29979903116139,2.34535033880192,0,0.878164591875857,7.33142757726044
80.66,48.52,69.15,84.54,5.6770042877585,5.01959080998502,2.52049766026252,4.58133625338882,6.05601166332733,3.49456219049739,2.79753892919722,5.50150338249352,7.32223846880252,6.31188396057081,8.85308169891004,8.51795426097863,6.3919816042366,0,0.957710259558999,7.86306313021987
75.77,46.22,67.64,80.8,4.73526221386773,5.29580258464997,1.8878248153812,5.56962808130854,4.91013832056472,7.59929682960466,4.12478945655136,1.67363069609727,4.77346346005804,8.14798934099333,5.93746403860057,8.82507200060112,1.89447605178751,0.371656623122391,0.839758248105806,7.10625244743281
71.6,44.95,74.26,86.7,2.68893031731221,4.85961475797056,1.24732560918625,7.84377741366944,4.37661556247158,4.51631393633769,3.23783645464863,8.34428731590316,3.20157914398446,3.59796810151848,6.96086713796658,6.7078475551322,1.18348377132533,0.0615380383914311,0.714210599450137,3.3219582044779
79.09,46.02,80.86,91.23,8.8700511999505,5.81541947144867,4.40643679426677,8.10223171823479,10.1205064374311,4.85134907234484,3.01325100514352,11.3667066136296,8.34761497960161,7.1468236432138,10.3715408802847,20.1104702136627,1.65168309630973,3.94898901857083,1.28711029457281,0.554889499314871
79.7,53.09,72.67,92.74,6.15490996595249,8.6243021351924,5.19956583997835,6.48934501660251,7.40801209471146,5.3662008010166,2.76265863327752,11.0807496914286,5.90976114742648,6.16580941426495,8.3651033881336,17.6256626934084,7.65641729375615,3.0751408855039,1.89310663510728,2.15492207540151
